"EventId","DER_mass_MMC","DER_mass_transverse_met_lep","DER_mass_vis","DER_pt_h","DER_deltaeta_jet_jet","DER_mass_jet_jet","DER_prodeta_jet_jet","DER_deltar_tau_lep","DER_pt_tot","DER_sum_pt","DER_pt_ratio_lep_tau","DER_met_phi_centrality","DER_lep_eta_centrality","PRI_tau_pt","PRI_tau_eta","PRI_tau_phi","PRI_lep_pt","PRI_lep_eta","PRI_lep_phi","PRI_met","PRI_met_phi","PRI_met_sumet","PRI_jet_num","PRI_jet_leading_pt","PRI_jet_leading_eta","PRI_jet_leading_phi","PRI_jet_subleading_pt","PRI_jet_subleading_eta","PRI_jet_subleading_phi","PRI_jet_all_pt","Label"
103603,146.543,28.48,101.216,24.383,-999,-999,-999,3.018,24.383,100.29,1.664,1.395,-999,37.651,-1.105,-1.393,62.64,-0.501,1.564,3.543,-0.982,167.757,0,-999,-999,-999,-999,-999,-999,0,"s"
104038,85.808,1.359,52.184,80.002,0.684,38.548,-0.117,1.692,40.329,194.165,0.856,0.962,0.258,37.337,0.7,0.857,31.953,0.398,-0.808,43.24,-0.845,347.795,3,50.201,0.342,3.073,44.327,-0.342,-2.853,124.875,"b"
104153,173.96,83.77,97.363,3.129,-999,-999,-999,3.345,3.129,84.27,2.103,-0.43,-999,27.159,0.497,-2.473,57.111,-0.853,0.587,30.724,-2.527,145.437,0,-999,-999,-999,-999,-999,-999,0,"b"
104193,56.893,84.748,48.67,50.746,-999,-999,-999,1.484,2.433,123.814,1.158,-0.579,-999,32.952,-0.794,0.473,38.147,-0.38,-0.952,48.807,1.81,142.158,1,52.715,-0.125,-2.503,-999,-999,-999,52.715,"b"
104601,-999,81.326,53.581,0.663,-999,-999,-999,1.693,0.663,65.516,1.206,-1.409,-999,29.699,-1.886,-1.729,35.818,-0.867,-0.376,50.741,2.155,43.901,0,-999,-999,-999,-999,-999,-999,0,"b"
104714,124.589,48.196,47.582,208.722,0.301,95.717,0.157,1.533,20.894,332.562,1.689,1.39,0,26.374,0.184,2.134,44.547,0.179,0.602,156.17,1.188,480.619,3,129.975,-0.273,-1.534,92.397,-0.574,-2.352,261.641,"s"
104723,54.926,51.753,41.091,44.297,-999,-999,-999,1.433,3.651,111.319,1.391,-0.329,-999,26.509,2.024,-0.965,36.875,2.037,0.468,19.814,-2.087,168.898,1,47.934,2.418,2.619,-999,-999,-999,47.934,"b"
104826,124.316,46.964,91.993,17.736,-999,-999,-999,2.998,17.736,89.423,0.829,-1.414,-999,48.9,-1.241,2.004,40.524,-0.693,-0.943,23.51,-2.672,215.906,0,-999,-999,-999,-999,-999,-999,0,"s"
104971,101.403,57.895,77.84,3.834,-999,-999,-999,2.942,3.834,69.226,1.721,-1.384,-999,25.44,1.119,-0.718,43.786,2.326,2.883,21.042,0.353,114.792,0,-999,-999,-999,-999,-999,-999,0,"b"
104994,102.997,61.256,61.823,3.871,-999,-999,-999,3.051,3.871,63.938,1.992,-0.242,-999,21.369,0.698,-1.645,42.569,0.238,1.622,22.052,-1.571,117.227,0,-999,-999,-999,-999,-999,-999,0,"b"
105151,70.101,66.512,68.995,1.725,-999,-999,-999,2.117,1.725,76.492,0.921,-1.414,-999,39.811,1.251,1.911,36.682,0.65,-2.342,40.015,-0.24,153.124,0,-999,-999,-999,-999,-999,-999,0,"b"
105161,-999,84.357,73.535,24.663,-999,-999,-999,2.54,24.663,52.602,1.522,-1.112,-999,20.857,0.229,2.315,31.745,-1.901,0.93,56.227,-2.097,84.658,0,-999,-999,-999,-999,-999,-999,0,"b"
105245,115.691,17.643,79.836,19.195,-999,-999,-999,2.939,42.35,110.434,0.977,-1.39,-999,40.572,-0.945,1.608,39.659,-0.962,-1.331,22.648,-1.928,289.527,1,30.203,-1.225,-2.685,-999,-999,-999,30.203,"s"
105249,191.597,108.898,143.318,37.54,-999,-999,-999,2.769,3.146,194.47,1.967,0.694,-999,51.847,-1.941,1.331,101.96,-2.098,-1.434,29.72,1.412,238.422,1,40.663,-2.591,2.548,-999,-999,-999,40.663,"s"
105373,169.832,30.135,116.864,77.835,-999,-999,-999,3.179,46.999,158.911,2.148,1.392,-999,30.974,0.204,0.231,66.533,1.713,-2.567,40.047,-1.974,360.872,1,61.404,0.632,1.658,-999,-999,-999,61.404,"b"
105416,63.133,4.805,46.524,90.966,-999,-999,-999,1.265,8.839,154.936,1.839,0.613,-999,25.586,-1.043,-0.033,47.062,0.183,0.276,19.65,0.434,159.121,1,82.288,3.598,-2.937,-999,-999,-999,82.288,"b"
105712,122.36,22.825,87.257,77.654,3.624,313.267,-3.092,2.17,4.933,213.577,0.367,1.317,0.96,78.384,-0.694,0.227,28.794,-0.072,-1.852,8.565,-0.225,304.544,2,67.802,1.375,-2.735,38.598,-2.249,2.032,106.4,"s"
107025,150.615,22.47,86.858,111.825,3.242,471.809,-2.11,1.828,117.135,403.955,0.585,0.498,0.849,65.351,2.389,0.23,38.224,1.375,-1.291,71.256,-1.725,530.232,3,141.507,2.34,1.808,63.512,-0.902,0.761,300.38,"s"
107111,95.503,0.716,46.593,452.389,-999,-999,-999,0.797,2.118,609.428,4.48,0.995,-999,28.309,-0.504,-2.584,126.826,-0.568,-1.79,305.323,-1.786,543.504,1,454.293,0.079,1.307,-999,-999,-999,454.293,"b"
107471,99.303,32.517,56.041,71.567,-999,-999,-999,2.886,2.912,130.369,1.367,-1.387,-999,24.156,0.75,-0.24,33.022,0.752,-3.127,67.325,2.452,212.883,1,73.191,-3.738,-0.503,-999,-999,-999,73.191,"s"
107659,-999,61.358,66.719,1.005,-999,-999,-999,2.563,1.005,61.983,1.505,-1.388,-999,24.746,1.107,0.666,37.237,2.271,2.949,29.097,-0.934,77.477,0,-999,-999,-999,-999,-999,-999,0,"b"
107890,97.55,20.094,71.717,1.555,-999,-999,-999,3.086,1.555,69.155,0.992,-1.414,-999,34.714,0.21,0.089,34.441,-0.341,3.126,4.604,-1.31,58.038,0,-999,-999,-999,-999,-999,-999,0,"s"
108129,74.046,16.865,49.499,120.943,2.231,296.338,-1.19,1.19,6.373,282.034,1.516,0.55,1,32.954,-1.244,2.023,49.95,-0.246,2.67,47.493,3.018,275.93,2,140.487,0.883,-0.878,58.644,-1.348,1.287,199.13,"b"
108269,154.78,40.425,66.19,252.949,-999,-999,-999,1.406,26.347,382.775,3.805,1.297,-999,25.861,0.555,0.836,98.407,0.15,-0.51,146.093,-0.171,372.521,1,258.507,1.275,2.827,-999,-999,-999,258.507,"s"
108400,-999,84.837,50.141,93.645,1.786,174.5,-0.282,2.53,42.972,180.865,1.592,-1.407,0.754,20.144,-0.81,-1.988,32.066,-0.244,1.829,105.889,0.198,271.844,2,81.463,-1.612,3.06,47.191,0.175,-0.713,128.654,"b"
108720,141.857,66.02,91.779,2.831,-999,-999,-999,3.096,2.831,84.323,1.622,-1.333,-999,32.162,0.903,-1,52.161,1.893,2.35,21.065,-0.61,58.138,0,-999,-999,-999,-999,-999,-999,0,"b"
108872,104.659,19.992,71.847,21.05,-999,-999,-999,3.138,21.05,66.344,1.628,1.414,-999,25.245,-1.709,-0.381,41.099,-0.748,2.606,6.945,1.339,132.208,0,-999,-999,-999,-999,-999,-999,0,"b"
109290,96.84,27.654,62.183,137.361,3.735,565.253,-2.575,1.352,10.573,311.966,1.732,1.392,0.967,36.524,-1.917,-1.812,63.243,-1.299,-0.61,53.759,-1.089,432.475,2,169.59,0.912,2.015,42.608,-2.822,-1.593,212.199,"b"
109335,81.313,10.821,59.791,22.198,-999,-999,-999,2.827,22.198,56.552,1.405,1.398,-999,23.518,1.027,-2.506,33.034,1.89,1.086,6.544,1.839,74.79,0,-999,-999,-999,-999,-999,-999,0,"b"
109845,75.556,29.157,46.771,167.462,2.065,128.703,-1.002,1.178,62.009,215.233,3.618,1.374,0.113,21.517,2.342,-1.443,77.848,1.775,-0.41,77.311,-0.788,452.601,2,84.22,-0.78,2.132,31.648,1.285,2.416,115.868,"b"
109916,35.75,56.722,26.962,51.632,-999,-999,-999,1.054,51.632,52.027,1.406,-0.11,-999,21.628,-2.371,2.773,30.399,-1.653,-2.738,34.278,1.399,183.891,0,-999,-999,-999,-999,-999,-999,0,"b"
110031,76.346,65.815,61.768,89.067,1.861,208.078,-0.086,1.213,68.227,309.182,0.346,-0.053,0.524,81.523,1.073,0.597,28.217,-0.135,0.491,49.973,-1.646,477.464,3,77.947,-1.813,3.058,66.659,0.048,-0.667,199.442,"b"
110557,148.875,67.715,106.043,53.147,-999,-999,-999,2.694,53.147,95.801,1.542,1.308,-999,37.693,0.697,-1.747,58.108,-0.511,2.128,27.472,-2.133,137.876,0,-999,-999,-999,-999,-999,-999,0,"b"
111706,133.709,59.618,107.974,3.703,-999,-999,-999,2.685,3.703,102.056,0.888,-1.414,-999,54.052,-1.121,1.802,48.004,-2.015,-1.95,30.049,-0.145,173.518,0,-999,-999,-999,-999,-999,-999,0,"s"
111782,159.842,4.104,110.115,79.02,-999,-999,-999,2.351,27.338,188.447,0.304,0.689,-999,104.875,-0.661,-2.003,31.885,-0.106,1.996,16.571,1.817,250.027,1,51.687,2.378,0.695,-999,-999,-999,51.687,"s"
111970,79.646,27.82,52.169,56.374,-999,-999,-999,2.105,30.144,98.189,1.034,1.414,-999,28.569,-0.763,-2.134,29.549,-1.345,-0.111,25.564,-1.172,331.329,1,40.072,-1.429,2.551,-999,-999,-999,40.072,"b"
112378,96.913,58.307,78.093,43.166,0.691,100.186,0.741,1.842,0.73,183.14,0.684,-1.098,0,47.698,-0.381,-0.934,32.613,1.213,-0.012,31.323,2.285,234.293,2,67.823,-1.273,2.314,35.007,-0.582,-1.435,102.83,"b"
112401,139.821,81.151,105.512,49.656,-999,-999,-999,2.346,1.954,164.227,1.179,0.114,-999,52.42,1.826,-1.165,61.803,1.601,1.171,27.954,-1.533,188.994,1,50.003,3.305,2.707,-999,-999,-999,50.003,"s"
112415,142.08,70.978,106.696,64.628,3.508,198.047,-2.998,2.286,2.021,178.787,1.085,0.654,0.748,52.228,-0.208,2.575,56.679,0.666,-1.597,26.209,2.347,213.21,2,35.309,1.475,0.522,34.57,-2.033,-0.285,69.879,"s"
112767,79.347,17.819,47.906,39.574,-999,-999,-999,2.884,0.994,87.789,1.263,1.398,-999,20.889,1.632,0.521,26.38,1.134,-2.922,30.707,2.724,73.941,1,40.52,2.279,-0.439,-999,-999,-999,40.52,"s"
114227,142.822,18.969,95.12,27.452,-999,-999,-999,3.352,27.452,76.361,1.348,1.412,-999,32.521,0.108,1.302,43.84,1.522,-1.941,16.18,-2.67,153.033,0,-999,-999,-999,-999,-999,-999,0,"s"
114268,67.382,2.049,29.702,144.637,2.136,175.677,-1.103,1.025,45.58,218.473,0.956,1.105,0.128,28.753,-0.79,0.405,27.474,-1.726,-0.011,90.125,0.03,238.138,3,72.829,0.873,-2.427,52.241,-1.263,2.562,162.247,"b"
114279,96.27,86.859,85.645,23.609,-999,-999,-999,2.352,23.609,76.945,1.746,-1.109,-999,28.021,-0.383,-2.936,48.924,-1.944,-1.177,38.685,1.847,170.596,0,-999,-999,-999,-999,-999,-999,0,"b"
114294,111.986,3.786,83.586,70.002,-999,-999,-999,2.022,6.119,172.23,1.69,1.134,-999,36.705,-0.923,-2.682,62.031,-1.511,1.667,11.235,1.81,249.364,1,73.494,-1.438,-0.866,-999,-999,-999,73.494,"b"
114388,104.443,64.791,81.478,45.954,3.118,413.724,-2.026,1.976,4.341,261.05,0.854,-1.099,0.176,48.06,2.431,1.086,41.03,1.419,-0.611,25.649,2.636,249.732,2,107.593,-2.195,-2.549,64.367,0.923,0.413,171.96,"b"
115205,-999,101.527,45.762,35.75,-999,-999,-999,1.301,35.75,74.441,2.617,-0.484,-999,20.581,-1.588,2.519,53.86,-0.363,2.083,49.159,-1.387,188.413,0,-999,-999,-999,-999,-999,-999,0,"b"
115812,123.228,65.057,55.719,107.296,5.454,786,-7.112,1.823,2.122,185.946,1.748,1.349,0.783,26.298,0.398,0.499,45.957,0.78,-1.284,66.043,-0.02,188.721,2,80.764,2.158,2.608,32.928,-3.296,-2.955,113.692,"s"
115970,104.996,76.917,102.936,9.309,-999,-999,-999,2.425,9.309,105.544,0.815,-1.414,-999,58.163,0.398,2.44,47.381,-0.273,-1.513,45.8,0.429,171.48,0,-999,-999,-999,-999,-999,-999,0,"b"
116035,73.083,87.577,51.563,51.389,-999,-999,-999,1.657,24.298,133.764,1.898,-0.225,-999,25.091,-1.889,3.067,47.613,-1.53,1.449,44.249,-2.301,123.013,1,61.06,-2.718,-0.721,-999,-999,-999,61.06,"b"
117397,147.808,12.312,79.677,137.405,-999,-999,-999,1.651,0.979,255.49,0.417,1.217,-999,83.804,-0.628,-2.636,34.987,-0.513,-0.989,67.234,-1.244,247.418,1,136.698,1.599,1.337,-999,-999,-999,136.698,"s"
117413,114.591,10.04,78.448,50.15,-999,-999,-999,2.574,24.248,101.764,1.242,1.283,-999,31.321,0.732,-2.929,38.903,1.988,1.107,20.872,1.461,135.398,1,31.54,-4.155,-0.958,-999,-999,-999,31.54,"b"
117627,60.931,74.949,48.624,68.301,-999,-999,-999,1.283,35.309,110.071,1.243,-0.176,-999,34.352,-1.223,-1.845,42.699,-2.047,-2.829,39.602,-0.536,234.283,1,33.02,0.201,1.307,-999,-999,-999,33.02,"b"
117654,-999,86.141,117.098,4.261,-999,-999,-999,2.299,4.261,112.526,0.606,-1.381,-999,70.064,-0.541,-1.716,42.463,-1.854,2.679,65.959,0.778,140.631,0,-999,-999,-999,-999,-999,-999,0,"b"
117789,-999,54.399,58.236,1.07,-999,-999,-999,2.19,1.07,55.947,0.918,-1.412,-999,29.174,0.374,0.671,26.772,1.681,-1.086,34.925,3.005,76.377,0,-999,-999,-999,-999,-999,-999,0,"b"
117966,122.881,25.316,94.932,84.483,0.931,82.258,-0.152,1.957,24.79,220.239,1.753,1.413,0,40.726,-0.835,0.785,71.375,-1.633,2.572,10.924,1.631,224.346,2,57.146,-0.212,-2.017,50.992,0.72,-0.83,108.139,"b"
118094,107.097,71.915,60.27,19.553,5.926,732.116,-7.475,3.11,1.206,140.087,2.167,-1.414,0.985,20.233,-0.471,-2.118,43.838,-0.779,0.977,33.007,-2.829,119.827,2,42.633,-4.105,0.407,33.384,1.821,-2.237,76.016,"s"
118224,115.139,45.384,77.339,32.031,-999,-999,-999,2.909,8.535,109.874,0.801,1.404,-999,42.716,1.696,-1.317,34.224,2.09,2.085,18.996,-2.004,237.326,1,32.934,1.075,0.854,-999,-999,-999,32.934,"s"
118235,140.47,13.95,102.024,1.978,-999,-999,-999,3.046,1.978,100.78,0.751,-1.405,-999,57.545,-2.153,2.077,43.235,-1.709,-1.192,14.136,-0.62,111.397,0,-999,-999,-999,-999,-999,-999,0,"s"
118509,94.966,102.136,81.645,42.313,-999,-999,-999,1.942,42.313,96.089,2.247,-0.904,-999,29.592,0.103,1.598,66.497,1.193,-0.01,39.301,3.04,184.815,0,-999,-999,-999,-999,-999,-999,0,"b"
118878,113.83,5.658,47.565,157.102,5.711,1323.818,-7.883,1.652,8.997,207.725,1.205,1.13,0.946,24.898,-0.211,-1.375,29.997,1.191,-2.247,108.771,-2.148,340.502,2,78.41,-2.334,1.203,74.42,3.377,1.064,152.831,"s"
119241,74.284,64.096,62.37,19.254,-999,-999,-999,2.445,19.254,63.534,2.078,-1.414,-999,20.641,-0.529,2.075,42.894,-1.575,-1.998,32.422,0.07,115.041,0,-999,-999,-999,-999,-999,-999,0,"b"
119428,106.376,74.522,77.786,35.751,-999,-999,-999,2.864,35.751,66.624,0.961,-1.366,-999,33.966,0.309,-0.045,32.657,-0.936,2.534,45.794,-1.149,180.466,0,-999,-999,-999,-999,-999,-999,0,"b"
119740,52.317,54.543,40.619,22.684,-999,-999,-999,1.757,22.684,52.795,1.097,-1.085,-999,25.175,-1.821,-1.617,27.62,-1.79,0.14,26.981,-3.09,112.491,0,-999,-999,-999,-999,-999,-999,0,"b"
119978,125.952,46.174,79.14,2.405,-999,-999,-999,3.29,2.405,70.255,1.504,-1.41,-999,28.052,1.636,0.661,42.203,0.554,-2.445,12.775,0.91,109.642,0,-999,-999,-999,-999,-999,-999,0,"s"
120035,-999,90.882,77.858,2.474,-999,-999,-999,2.613,2.474,71.564,2.524,-1.315,-999,20.308,0.082,-1.23,51.257,-1.43,2.923,42.347,0.226,49.945,0,-999,-999,-999,-999,-999,-999,0,"b"
120387,93.026,41.736,60.659,42.4,-999,-999,-999,2.442,3.296,104.285,0.786,1.303,-999,36.411,-1.342,-0.87,28.605,-1.291,1.571,20.5,-0.507,201.237,1,39.268,-1.969,2.949,-999,-999,-999,39.268,"s"
120482,-999,542.328,294.714,108.031,3.127,246.109,-2.299,2.976,41.572,515.585,3.596,-1.248,0.971,69.795,-0.88,-0.7,250.949,0.114,2.777,294.452,-0.224,321.493,3,55.694,1.944,2.672,51.723,-1.183,2.432,194.841,"b"
120755,130.344,13.775,97.86,36.657,-999,-999,-999,2.762,36.657,92.354,0.607,1.414,-999,57.458,-0.404,2.529,34.897,-1.405,-0.045,3.604,1.278,124.564,0,-999,-999,-999,-999,-999,-999,0,"s"
120785,178.149,59.243,121.774,7.957,-999,-999,-999,3.543,7.957,73.894,1.46,-1.288,-999,30.034,-1.59,0.097,43.859,0.64,2.85,20.24,-0.507,103.95,0,-999,-999,-999,-999,-999,-999,0,"b"
120884,135.894,98.693,101.655,4.342,-999,-999,-999,2.83,4.342,98.393,1.919,-1.313,-999,33.711,-0.726,2.729,64.682,-1.668,0.06,38.534,-2.777,125.735,0,-999,-999,-999,-999,-999,-999,0,"s"
121524,164.709,99.598,82.002,33.466,-999,-999,-999,2.851,0.765,132.233,3.593,1.235,-999,21.668,0.164,-0.722,77.862,0.438,2.116,33.296,-0.606,75.849,1,32.703,-0.866,-1.667,-999,-999,-999,32.703,"b"
121597,-999,52.558,48.187,65.807,3.335,168.041,-2.643,1.674,3.22,127.187,1.651,-0.416,0.786,23.232,0.514,-1.773,38.361,-0.448,3.14,52.871,1.894,148.894,2,35.186,2.037,-0.362,30.407,-1.298,-0.403,65.594,"b"
122232,136.758,16.633,101.581,22.254,-999,-999,-999,2.968,22.254,100.681,1.141,-1.387,-999,47.026,-0.655,2.682,53.655,-0.301,-0.265,17.314,-0.818,241.486,0,-999,-999,-999,-999,-999,-999,0,"s"
122840,-999,96.139,76.762,2.913,-999,-999,-999,2.679,2.913,80.257,2.701,-1.285,-999,21.687,-0.349,0.442,58.57,-1.33,2.935,40.402,-0.514,64.768,0,-999,-999,-999,-999,-999,-999,0,"b"
123208,115.948,7.519,79.624,19.336,-999,-999,-999,2.912,19.336,80.531,0.61,1.382,-999,50.004,-0.562,-2.659,30.526,-0.093,0.215,10.475,-0.208,174.925,0,-999,-999,-999,-999,-999,-999,0,"s"
123566,88.925,69.78,81.731,0.463,-999,-999,-999,2.566,0.463,76.03,1.392,-1.396,-999,31.784,-0.588,1.458,44.246,0.538,-0.847,32.438,3.095,69.797,0,-999,-999,-999,-999,-999,-999,0,"b"
123837,198.371,65.656,140.82,2.412,-999,-999,-999,3.141,2.412,133.587,1.217,-1.411,-999,60.243,-1.393,-2.68,73.344,-2.082,0.385,15.527,3.059,122.414,0,-999,-999,-999,-999,-999,-999,0,"b"
124022,25.838,83.311,24.011,37.397,1.491,163.244,-0.179,0.869,22.856,190.027,1.837,-0.739,0.907,20.647,0.075,-0.03,37.933,-0.381,-0.769,57.35,-2.977,308.591,2,86.43,-1.359,0.715,45.017,0.132,-2.466,131.447,"b"
124571,102.506,54.136,74.522,12.193,2.967,271.318,0.002,3.214,0.906,184.954,1.531,1.41,0.886,26.839,0.012,-3,41.087,-0.968,0.222,19.191,2.825,166.273,2,64.167,-2.967,-1.175,52.861,-0.001,1.97,117.027,"s"
124650,-999,103.244,126.974,45.61,-999,-999,-999,2.545,16.863,153.374,1.797,-1.406,-999,43.927,-1.116,1.344,78.945,-2.209,-2.641,57.026,-0.885,208.655,1,30.502,0.21,0.835,-999,-999,-999,30.502,"b"
125013,-999,69.045,54.731,1.852,-999,-999,-999,2.031,1.852,64.172,1.461,-1.398,-999,26.072,-1.957,-0.172,38.099,-1.485,-2.148,36.272,1.754,76.842,0,-999,-999,-999,-999,-999,-999,0,"b"
125271,124.592,70.042,86.223,35.204,-999,-999,-999,3.064,35.204,73.362,1.459,1.374,-999,29.836,0.064,0.355,43.526,-1.206,-2.433,33.315,-0.098,111.213,0,-999,-999,-999,-999,-999,-999,0,"b"
125309,102.994,22.882,73.384,235.655,2.725,445.101,-1.055,0.964,17.908,415.006,2.814,1.369,0.961,44.213,-0.259,1.444,124.402,0.622,1.834,70.017,1.588,407.215,2,150.214,-0.468,-1.184,96.177,2.257,-1.684,246.391,"s"
125458,90.966,0.384,58.67,142.751,1.264,273.435,3.742,1.496,17.249,360.16,3.199,1.011,0,20.564,1.496,0.301,65.782,0.122,-0.289,59.392,-0.283,396.656,2,216.166,2.667,2.851,57.648,1.403,-0.464,273.814,"b"
125535,81.29,14.516,57.414,73.025,0.94,127.093,0.038,1.872,26.121,191.795,2.187,1.342,0.001,22.044,0.736,-2.262,48.212,1.725,2.432,20.394,2.899,267.994,2,61.419,0.979,1.072,60.12,0.039,-1.209,121.539,"b"
125943,129.386,42.285,101.1,116.594,-999,-999,-999,1.751,64.685,171.601,0.351,-0.072,-999,88.205,-1.118,0.906,30.996,0.534,1.486,19.995,-0.543,308.427,1,52.399,-3.399,-2.158,-999,-999,-999,52.399,"s"
126114,128.377,23.326,81.557,67.902,1.795,83.932,-0.637,2.477,1.681,161.825,1.239,1.359,0.156,38.298,1.97,2.357,47.438,1.633,-0.096,39.011,0.453,140.872,2,42.476,1.307,-2.151,33.612,-0.487,-2.99,76.088,"s"
126491,88.797,102.429,79.177,93.594,-999,-999,-999,1.128,25.884,214.186,1.061,-1.219,-999,69.98,0.427,-2.883,74.277,0.981,2.417,35.622,-0.538,298.864,1,69.929,-1.877,-0.011,-999,-999,-999,69.929,"b"
126737,166.67,44.66,130.643,28.201,-999,-999,-999,2.763,28.201,130.372,1.145,0.909,-999,60.78,0.547,2.503,69.592,0.099,-0.223,7.434,2.536,206.317,0,-999,-999,-999,-999,-999,-999,0,"b"
126825,123.774,82.31,67.905,4.05,-999,-999,-999,2.903,4.05,76.041,2.591,-1.333,-999,21.177,0.563,2.923,54.864,0.722,-0.462,31.218,2.469,74.19,0,-999,-999,-999,-999,-999,-999,0,"b"
127099,115.489,56.154,92.066,30.99,1.078,61.786,-0.276,3.424,11.906,145.735,2.987,-1.413,0,20.388,0.706,0.473,60.903,2.232,-2.746,15.025,-0.367,241.549,2,32.674,0.417,-0.133,31.771,-0.661,1.553,64.444,"b"
127534,120.778,26.066,74.444,250.123,3.461,705.281,-2.406,1.136,67.803,487.891,2.364,0.632,0.946,41.421,-1.351,2.231,97.931,-0.36,1.676,120.355,1.435,463.224,3,156.71,-2.498,-2.052,104.054,0.963,-1.329,348.539,"s"
127557,77.041,46.056,54.194,154.664,0.187,110.063,0.037,1.019,39.822,329.456,0.365,0.718,0,91.874,-1.352,2.278,33.491,-1.467,1.265,45.502,2.527,416.685,3,119.57,-0.308,-0.813,47.494,-0.121,-2.377,204.092,"b"
127923,-999,66.145,60.627,2.314,-999,-999,-999,2.282,2.314,59.374,1.405,-1.385,-999,24.69,-0.647,3.068,34.685,-1.813,-1.254,35.518,1.205,36.764,0,-999,-999,-999,-999,-999,-999,0,"b"
127996,118.706,37.079,62.327,76.635,5.41,755.195,-6.848,2.697,14.202,186.993,1.107,1.409,0.747,25.505,-2.086,-0.905,28.236,-0.775,3.021,55.99,-2.292,235.409,3,57.218,-2.021,1.453,44.74,3.389,0.368,133.252,"b"
